,Input Sentence,Tokenizer,POS,Great Filter,POW,ACH,AFF,Unnamed
1026,"Free to look at birds and enjoy each other on a sunny fall afternoon.
","['Free', 'to', 'look', 'at', 'birds', 'and', 'enjoy', 'each', 'other', 'on', 'a', 'sunny', 'fall', 'afternoon', '.']","['JJ', 'TO', 'VB', 'IN', 'NNS', 'CC', 'VB', 'DT', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']",Pass,no,no,yes,
1027,"Mr. Adams is a photographer on a Sunday paper and has heard of a rare spring flowering gentian that's blooming in the dales in March.
","['Mr.', 'Adams', 'is', 'a', 'photographer', 'on', 'a', 'Sunday', 'paper', 'and', 'has', 'heard', 'of', 'a', 'rare', 'spring', 'flowering', 'gentian', 'that', ""'s"", 'blooming', 'in', 'the', 'dales', 'in', 'March', '.']","['NNP', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'CC', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'VBG', 'JJ', 'WDT', 'VBZ', 'VBG', 'IN', 'DT', 'NNS', 'IN', 'NNP', '.']",Pass,no,no,no,
1028,"He has come to photograph it and Miss Perrin the local warden of the nature reserves showing him the plant.
","['He', 'has', 'come', 'to', 'photograph', 'it', 'and', 'Miss', 'Perrin', 'the', 'local', 'warden', 'of', 'the', 'nature', 'reserves', 'showing', 'him', 'the', 'plant', '.']","['PRP', 'VBZ', 'VBN', 'TO', 'VB', 'PRP', 'CC', 'NNP', 'NNP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NNS', 'VBG', 'PRP', 'DT', 'NN', '.']",Pass,no,no,no,
1029,"He prepares a short one page spread on different habitats weekly in the color supplement magazine and had written Miss Perrin, who had suggest March and the gentian for her locale.
","['He', 'prepares', 'a', 'short', 'one', 'page', 'spread', 'on', 'different', 'habitats', 'weekly', 'in', 'the', 'color', 'supplement', 'magazine', 'and', 'had', 'written', 'Miss', 'Perrin', ',', 'who', 'had', 'suggest', 'March', 'and', 'the', 'gentian', 'for', 'her', 'locale', '.']","['PRP', 'VBZ', 'DT', 'JJ', 'CD', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'VBP', 'IN', 'DT', 'NN', 'NN', 'NN', 'CC', 'VBD', 'VBN', 'NNP', 'NNP', ',', 'WP', 'VBD', 'VBN', 'NNP', 'CC', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']",Pass,no,no,no,
1030,"After a few more shots they will adjourn to a local pub for lunch and drink and general habitat conversation.
","['After', 'a', 'few', 'more', 'shots', 'they', 'will', 'adjourn', 'to', 'a', 'local', 'pub', 'for', 'lunch', 'and', 'drink', 'and', 'general', 'habitat', 'conversation', '.']","['IN', 'DT', 'JJ', 'JJR', 'NNS', 'PRP', 'MD', 'VB', 'TO', 'DT', 'JJ', 'NN', 'IN', 'NN', 'CC', 'NN', 'CC', 'JJ', 'NN', 'NN', '.']",Pass,no,no,yes,
1031,"Both are keen on wild life.
","['Both', 'are', 'keen', 'on', 'wild', 'life', '.']","['DT', 'VBP', 'JJ', 'IN', 'JJ', 'NN', '.']",Removed,no,no,no,
1032,"Two married retirees in Nantucket.
","['Two', 'married', 'retirees', 'in', 'Nantucket', '.']","['CD', 'JJ', 'NNS', 'IN', 'NNP', '.']",Removed,no,no,no,
1033,"They are birders, they have come out after breakfast in May to see what birds have nested on the high places above their (very expensive house).
","['They', 'are', 'birders', ',', 'they', 'have', 'come', 'out', 'after', 'breakfast', 'in', 'May', 'to', 'see', 'what', 'birds', 'have', 'nested', 'on', 'the', 'high', 'places', 'above', 'their', '(', 'very', 'expensive', 'house', ')', '.']","['PRP', 'VBP', 'NNS', ',', 'PRP', 'VBP', 'VBN', 'RP', 'IN', 'NN', 'IN', 'NNP', 'TO', 'VB', 'WP', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', '(', 'RB', 'JJ', 'NN', ')', '.']",Pass,no,no,no,
1034,"They both enjoy their hobby and are having a great time.
","['They', 'both', 'enjoy', 'their', 'hobby', 'and', 'are', 'having', 'a', 'great', 'time', '.']","['PRP', 'DT', 'VBP', 'PRP$', 'NN', 'CC', 'VBP', 'VBG', 'DT', 'JJ', 'NN', '.']",Pass,no,no,no,
1035,"She is pointing out some small detail in the scene he is photographing: Be sure to get the edge of the nest over their to the left.
","['She', 'is', 'pointing', 'out', 'some', 'small', 'detail', 'in', 'the', 'scene', 'he', 'is', 'photographing', ':', 'Be', 'sure', 'to', 'get', 'the', 'edge', 'of', 'the', 'nest', 'over', 'their', 'to', 'the', 'left', '.']","['PRP', 'VBZ', 'VBG', 'RP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'VBG', ':', 'VB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJS', 'IN', 'PRP$', 'TO', 'DT', 'NN', '.']",Pass,no,no,no,
1036,"He doesn't regard this as back-seat driving.
","['He', 'does', ""n't"", 'regard', 'this', 'as', 'back-seat', 'driving', '.']","['PRP', 'VBZ', 'RB', 'VB', 'DT', 'IN', 'JJ', 'NN', '.']",Removed,no,no,no,
1037,"They make a good team.
","['They', 'make', 'a', 'good', 'team', '.']","['PRP', 'VBP', 'DT', 'JJ', 'NN', '.']",Pass,no,yes,no,
1038,"They will take the picture and then take a bunch more before they go home for hot chocolate at 10:00.
","['They', 'will', 'take', 'the', 'picture', 'and', 'then', 'take', 'a', 'bunch', 'more', 'before', 'they', 'go', 'home', 'for', 'hot', 'chocolate', 'at', '10:00', '.']","['PRP', 'MD', 'VB', 'DT', 'NN', 'CC', 'RB', 'VB', 'DT', 'NN', 'JJR', 'IN', 'PRP', 'VBP', 'NN', 'IN', 'JJ', 'NN', 'IN', 'CD', '.']",Pass,no,no,yes,
1039,"This is a courtroom.
","['This', 'is', 'a', 'courtroom', '.']","['DT', 'VBZ', 'DT', 'NN', '.']",Pass,no,no,no,
1040,"The man and woman at the left are attorneys for the man at the right.
","['The', 'man', 'and', 'woman', 'at', 'the', 'left', 'are', 'attorneys', 'for', 'the', 'man', 'at', 'the', 'right', '.']","['DT', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'VBP', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
1041,"The man is a prominent citizen who has been accused of embezzling money from the bank at which he works.
","['The', 'man', 'is', 'a', 'prominent', 'citizen', 'who', 'has', 'been', 'accused', 'of', 'embezzling', 'money', 'from', 'the', 'bank', 'at', 'which', 'he', 'works', '.']","['DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'WP', 'VBZ', 'VBN', 'VBN', 'IN', 'VBG', 'NN', 'IN', 'DT', 'NN', 'IN', 'WDT', 'PRP', 'VBZ', '.']",Pass,yes,no,no,
1042,"The lawyers feel the man is guilty, but the female attorney plans to try for a light sentence.
","['The', 'lawyers', 'feel', 'the', 'man', 'is', 'guilty', ',', 'but', 'the', 'female', 'attorney', 'plans', 'to', 'try', 'for', 'a', 'light', 'sentence', '.']","['DT', 'NNS', 'VBP', 'DT', 'NN', 'VBZ', 'JJ', ',', 'CC', 'DT', 'JJ', 'NN', 'NNS', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', '.']",Pass,yes,no,no,
1043,"She is going to point out that the $40,000 embezzled was a relatively small sum which was used for (what she feels were) silly projects such as adding a deck to the man's house.
","['She', 'is', 'going', 'to', 'point', 'out', 'that', 'the', '$', '40,000', 'embezzled', 'was', 'a', 'relatively', 'small', 'sum', 'which', 'was', 'used', 'for', '(', 'what', 'she', 'feels', 'were', ')', 'silly', 'projects', 'such', 'as', 'adding', 'a', 'deck', 'to', 'the', 'man', ""'s"", 'house', '.']","['PRP', 'VBZ', 'VBG', 'TO', 'VB', 'RP', 'IN', 'DT', '$', 'CD', 'VBN', 'VBD', 'DT', 'RB', 'JJ', 'NN', 'WDT', 'VBD', 'VBN', 'IN', '(', 'WP', 'PRP', 'VBZ', 'VBD', ')', 'RB', 'NNS', 'JJ', 'IN', 'VBG', 'DT', 'NN', 'TO', 'DT', 'NN', 'POS', 'NN', '.']",Pass,no,no,no,
1044,"She will call a number of character witnesses and argue that the man is really no threat to anyone.
","['She', 'will', 'call', 'a', 'number', 'of', 'character', 'witnesses', 'and', 'argue', 'that', 'the', 'man', 'is', 'really', 'no', 'threat', 'to', 'anyone', '.']","['PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'NNS', 'CC', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'DT', 'NN', 'TO', 'NN', '.']",Pass,yes,no,no,
1045,"The other attorney has the records from the bank, and he will ask bank employees to testify to the man's 20 previous clean years of employment.
","['The', 'other', 'attorney', 'has', 'the', 'records', 'from', 'the', 'bank', ',', 'and', 'he', 'will', 'ask', 'bank', 'employees', 'to', 'testify', 'to', 'the', 'man', ""'s"", '20', 'previous', 'clean', 'years', 'of', 'employment', '.']","['DT', 'JJ', 'NN', 'VBZ', 'DT', 'NNS', 'IN', 'DT', 'NN', ',', 'CC', 'PRP', 'MD', 'VB', 'NN', 'NNS', 'TO', 'VB', 'TO', 'DT', 'NN', 'POS', 'CD', 'JJ', 'JJ', 'NNS', 'IN', 'NN', '.']",Pass,no,no,no,
1046,"The defendant now realizes what a foolish and devastating mistake he has made.
","['The', 'defendant', 'now', 'realizes', 'what', 'a', 'foolish', 'and', 'devastating', 'mistake', 'he', 'has', 'made', '.']","['DT', 'NN', 'RB', 'VBZ', 'WP', 'DT', 'JJ', 'CC', 'VBG', 'NN', 'PRP', 'VBZ', 'VBN', '.']",Pass,no,no,no,
1047,"This looks like a U.N. meeting, say a discussion of human rights in El Salvador.
","['This', 'looks', 'like', 'a', 'U.N.', 'meeting', ',', 'say', 'a', 'discussion', 'of', 'human', 'rights', 'in', 'El', 'Salvador', '.']","['DT', 'VBZ', 'IN', 'DT', 'NNP', 'NN', ',', 'VBP', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', '.']",Pass,no,no,no,
1048,"The woman is trying to prove she's as serious and experienced as the guys.
","['The', 'woman', 'is', 'trying', 'to', 'prove', 'she', ""'s"", 'as', 'serious', 'and', 'experienced', 'as', 'the', 'guys', '.']","['DT', 'NN', 'VBZ', 'VBG', 'TO', 'VB', 'PRP', 'VBZ', 'RB', 'JJ', 'CC', 'VBD', 'IN', 'DT', 'NNS', '.']",Pass,yes,yes,no,
1049,"(She's not only female but she's younger.)
","['(', 'She', ""'s"", 'not', 'only', 'female', 'but', 'she', ""'s"", 'younger', '.', ')']","['(', 'PRP', 'VBZ', 'RB', 'RB', 'JJ', 'CC', 'PRP', 'VBZ', 'JJR', '.', ')']",Removed,no,no,no,
1050,"Their views will prevail but she will get credit for being an up and coming diplomat--great future--well argued points.
","['Their', 'views', 'will', 'prevail', 'but', 'she', 'will', 'get', 'credit', 'for', 'being', 'an', 'up', 'and', 'coming', 'diplomat', '--', 'great', 'future', '--', 'well', 'argued', 'points', '.']","['PRP$', 'NNS', 'MD', 'VB', 'CC', 'PRP', 'MD', 'VB', 'NN', 'IN', 'VBG', 'DT', 'RB', 'CC', 'JJ', 'NN', ':', 'JJ', 'NN', ':', 'RB', 'IN', 'NNS', '.']",Removed,yes,yes,no,
1051,"Unfortunately she's American--has to argue that El Salvador gov't.
","['Unfortunately', 'she', ""'s"", 'American', '--', 'has', 'to', 'argue', 'that', 'El', 'Salvador', ""gov't"", '.']","['RB', 'PRP', 'VBZ', 'JJ', ':', 'VBZ', 'TO', 'VB', 'IN', 'NNP', 'NNP', 'NN', '.']",Removed,yes,no,no,
1052,"is terrific even though she knows about all the cover-ups like the murder of the priests.
","['is', 'terrific', 'even', 'though', 'she', 'knows', 'about', 'all', 'the', 'cover-ups', 'like', 'the', 'murder', 'of', 'the', 'priests', '.']","['VBZ', 'JJ', 'RB', 'IN', 'PRP', 'VBZ', 'IN', 'PDT', 'DT', 'NNS', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",Pass,yes,no,no,
1053,"She rationalizes this because she's a careerist.
","['She', 'rationalizes', 'this', 'because', 'she', ""'s"", 'a', 'careerist', '.']","['PRP', 'VBZ', 'DT', 'IN', 'PRP', 'VBZ', 'DT', 'NN', '.']",Pass,no,no,no,
1054,"A Jeanne Fitzpatrick in the making.
","['A', 'Jeanne', 'Fitzpatrick', 'in', 'the', 'making', '.']","['DT', 'NNP', 'NNP', 'IN', 'DT', 'NN', '.']",Pass,no,no,no,
1055,"These people are at a government hearing.
","['These', 'people', 'are', 'at', 'a', 'government', 'hearing', '.']","['DT', 'NNS', 'VBP', 'IN', 'DT', 'NN', 'NN', '.']",Pass,no,no,no,
1056,"They are the people conducting the hearing.
","['They', 'are', 'the', 'people', 'conducting', 'the', 'hearing', '.']","['PRP', 'VBP', 'DT', 'NNS', 'VBG', 'DT', 'NN', '.']",Pass,no,no,no,
1057,"One of the witnesses has just said something that brought a strong response from the man on the right side of the picture.
","['One', 'of', 'the', 'witnesses', 'has', 'just', 'said', 'something', 'that', 'brought', 'a', 'strong', 'response', 'from', 'the', 'man', 'on', 'the', 'right', 'side', 'of', 'the', 'picture', '.']","['CD', 'IN', 'DT', 'NNS', 'VBZ', 'RB', 'VBD', 'NN', 'WDT', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",Pass,yes,no,no,
1058,"His statement is received with serious attention by the others at the table.
","['His', 'statement', 'is', 'received', 'with', 'serious', 'attention', 'by', 'the', 'others', 'at', 'the', 'table', '.']","['PRP$', 'NN', 'VBZ', 'VBN', 'IN', 'JJ', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', '.']",Pass,yes,no,no,
1059,"The woman seems to be chairman--she is getting ready to support and add to the statement being put forth.
","['The', 'woman', 'seems', 'to', 'be', 'chairman', '--', 'she', 'is', 'getting', 'ready', 'to', 'support', 'and', 'add', 'to', 'the', 'statement', 'being', 'put', 'forth', '.']","['DT', 'NN', 'VBZ', 'TO', 'VB', 'NN', ':', 'PRP', 'VBZ', 'VBG', 'JJ', 'TO', 'VB', 'CC', 'VB', 'TO', 'DT', 'NN', 'VBG', 'VBN', 'NN', '.']",Pass,yes,no,no,
1060,"This is a high-powered board or committee meeting, perhaps even governmental.
","['This', 'is', 'a', 'high-powered', 'board', 'or', 'committee', 'meeting', ',', 'perhaps', 'even', 'governmental', '.']","['DT', 'VBZ', 'DT', 'JJ', 'NN', 'CC', 'NN', 'NN', ',', 'RB', 'RB', 'JJ', '.']",Pass,yes,no,no,
1061,"The woman is very bright and professionally competent, but her opinions are being ignored by the men (in the vast majority) at the meeting.
","['The', 'woman', 'is', 'very', 'bright', 'and', 'professionally', 'competent', ',', 'but', 'her', 'opinions', 'are', 'being', 'ignored', 'by', 'the', 'men', '(', 'in', 'the', 'vast', 'majority', ')', 'at', 'the', 'meeting', '.']","['DT', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'RB', 'JJ', ',', 'CC', 'PRP$', 'NNS', 'VBP', 'VBG', 'VBN', 'IN', 'DT', 'NNS', '(', 'IN', 'DT', 'JJ', 'NN', ')', 'IN', 'DT', 'NN', '.']",Pass,no,yes,no,
1062,"Her expression reveals how annoyed she is.
","['Her', 'expression', 'reveals', 'how', 'annoyed', 'she', 'is', '.']","['PRP$', 'NN', 'VBZ', 'WRB', 'JJ', 'PRP', 'VBZ', '.']",Removed,yes,no,no,
1063,"But the men will not change.
","['But', 'the', 'men', 'will', 'not', 'change', '.']","['CC', 'DT', 'NNS', 'MD', 'RB', 'VB', '.']",Removed,no,no,no,
1064,"This is a meeting of a political group-representatives from different countries in some kind of international social organization discussing policy.
","['This', 'is', 'a', 'meeting', 'of', 'a', 'political', 'group-representatives', 'from', 'different', 'countries', 'in', 'some', 'kind', 'of', 'international', 'social', 'organization', 'discussing', 'policy', '.']","['DT', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'NN', 'NN', '.']",Pass,no,no,no,
1065,"There are quite a lot of other people in the room, but the woman here is the only woman present.
","['There', 'are', 'quite', 'a', 'lot', 'of', 'other', 'people', 'in', 'the', 'room', ',', 'but', 'the', 'woman', 'here', 'is', 'the', 'only', 'woman', 'present', '.']","['EX', 'VBP', 'RB', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', ',', 'CC', 'DT', 'NN', 'RB', 'VBZ', 'DT', 'JJ', 'NN', 'NN', '.']",Pass,no,no,no,
1066,"This fact alone makes her stand out.
","['This', 'fact', 'alone', 'makes', 'her', 'stand', 'out', '.']","['DT', 'NN', 'RB', 'VBZ', 'PRP', 'VB', 'RP', '.']",Pass,no,no,no,
1067,"The three people here came to the meeting with three different ideas.
","['The', 'three', 'people', 'here', 'came', 'to', 'the', 'meeting', 'with', 'three', 'different', 'ideas', '.']","['DT', 'CD', 'NNS', 'RB', 'VBD', 'TO', 'DT', 'NN', 'IN', 'CD', 'JJ', 'NNS', '.']",Pass,no,no,no,
1068,"So far, neither the woman nor the man on her right (the younger man) has had a chance to speak.
","['So', 'far', ',', 'neither', 'the', 'woman', 'nor', 'the', 'man', 'on', 'her', 'right', '(', 'the', 'younger', 'man', ')', 'has', 'had', 'a', 'chance', 'to', 'speak', '.']","['RB', 'RB', ',', 'CC', 'DT', 'NN', 'CC', 'DT', 'NN', 'IN', 'PRP$', 'NN', '(', 'DT', 'JJR', 'NN', ')', 'VBZ', 'VBN', 'DT', 'NN', 'TO', 'VB', '.']",Pass,no,no,no,
1069,"The man is listening intently to the other man, the one who is speaking, because he disagrees with him.
","['The', 'man', 'is', 'listening', 'intently', 'to', 'the', 'other', 'man', ',', 'the', 'one', 'who', 'is', 'speaking', ',', 'because', 'he', 'disagrees', 'with', 'him', '.']","['DT', 'NN', 'VBZ', 'VBG', 'RB', 'TO', 'DT', 'JJ', 'NN', ',', 'DT', 'NN', 'WP', 'VBZ', 'VBG', ',', 'IN', 'PRP', 'VBZ', 'IN', 'PRP', '.']",Pass,no,no,no,
1070,"That is only natural, since the one who is speaking is taking a very violent position on something to do with a central issue--population control, abortion, famine.
","['That', 'is', 'only', 'natural', ',', 'since', 'the', 'one', 'who', 'is', 'speaking', 'is', 'taking', 'a', 'very', 'violent', 'position', 'on', 'something', 'to', 'do', 'with', 'a', 'central', 'issue', '--', 'population', 'control', ',', 'abortion', ',', 'famine', '.']","['DT', 'VBZ', 'RB', 'JJ', ',', 'IN', 'DT', 'NN', 'WP', 'VBZ', 'VBG', 'VBZ', 'VBG', 'DT', 'RB', 'JJ', 'NN', 'IN', 'NN', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', ':', 'NN', 'NN', ',', 'NN', ',', 'NN', '.']",Pass,yes,no,no,
1071,"After he finishes there will be a general hue and cry, all within the bounds of politeness, however, and the younger man will speak out strongly against the first speaker's positions.
","['After', 'he', 'finishes', 'there', 'will', 'be', 'a', 'general', 'hue', 'and', 'cry', ',', 'all', 'within', 'the', 'bounds', 'of', 'politeness', ',', 'however', ',', 'and', 'the', 'younger', 'man', 'will', 'speak', 'out', 'strongly', 'against', 'the', 'first', 'speaker', ""'s"", 'positions', '.']","['IN', 'PRP', 'VBZ', 'EX', 'MD', 'VB', 'DT', 'JJ', 'NN', 'CC', 'NN', ',', 'DT', 'IN', 'DT', 'NNS', 'IN', 'NN', ',', 'RB', ',', 'CC', 'DT', 'JJR', 'NN', 'MD', 'VB', 'RP', 'RB', 'IN', 'DT', 'JJ', 'NN', 'POS', 'NNS', '.']",Pass,yes,no,no,
1072,"Before the meeting is over the woman will have read a prepared speech which will be very well received and which all the newspapers will quote tomorrow.
","['Before', 'the', 'meeting', 'is', 'over', 'the', 'woman', 'will', 'have', 'read', 'a', 'prepared', 'speech', 'which', 'will', 'be', 'very', 'well', 'received', 'and', 'which', 'all', 'the', 'newspapers', 'will', 'quote', 'tomorrow', '.']","['IN', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'MD', 'VB', 'VBN', 'DT', 'JJ', 'NN', 'WDT', 'MD', 'VB', 'RB', 'RB', 'VBN', 'CC', 'WDT', 'PDT', 'DT', 'NNS', 'MD', 'VB', 'NN', '.']",Pass,yes,yes,no,
1073,"She will be seen on all the television news reports as well.
","['She', 'will', 'be', 'seen', 'on', 'all', 'the', 'television', 'news', 'reports', 'as', 'well', '.']","['PRP', 'MD', 'VB', 'VBN', 'IN', 'PDT', 'DT', 'NN', 'NN', 'NNS', 'IN', 'RB', '.']",Pass,yes,no,no,
1074,"As usual, the committee will have made very little progress in its deliberations.
","['As', 'usual', ',', 'the', 'committee', 'will', 'have', 'made', 'very', 'little', 'progress', 'in', 'its', 'deliberations', '.']","['IN', 'JJ', ',', 'DT', 'NN', 'MD', 'VB', 'VBN', 'RB', 'JJ', 'NN', 'IN', 'PRP$', 'NNS', '.']",Pass,no,no,no,
1075,"The Soviet Union is splitting apart.
","['The', 'Soviet', 'Union', 'is', 'splitting', 'apart', '.']","['DT', 'NNP', 'NNP', 'VBZ', 'VBG', 'RB', '.']",Removed,no,no,no,
1076,"Despite all the diplomatic and economic measures and military threat, the Baltic States have persisted in their claim for independence.
","['Despite', 'all', 'the', 'diplomatic', 'and', 'economic', 'measures', 'and', 'military', 'threat', ',', 'the', 'Baltic', 'States', 'have', 'persisted', 'in', 'their', 'claim', 'for', 'independence', '.']","['IN', 'PDT', 'DT', 'JJ', 'CC', 'JJ', 'NNS', 'CC', 'JJ', 'NN', ',', 'DT', 'NNP', 'NNPS', 'VBP', 'VBN', 'IN', 'PRP$', 'NN', 'IN', 'NN', '.']",Pass,yes,no,no,
1077,"At least, the Kremlin agrees to come to the conference table to negotiate independence.
","['At', 'least', ',', 'the', 'Kremlin', 'agrees', 'to', 'come', 'to', 'the', 'conference', 'table', 'to', 'negotiate', 'independence', '.']","['IN', 'JJS', ',', 'DT', 'NNP', 'VBZ', 'TO', 'VB', 'TO', 'DT', 'NN', 'NN', 'TO', 'VB', 'NN', '.']",Pass,no,no,no,
1078,"These three are negotiators on the Soviet side.
","['These', 'three', 'are', 'negotiators', 'on', 'the', 'Soviet', 'side', '.']","['DT', 'CD', 'VBP', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",Pass,no,no,no,
1079,"The bald fellow is the spokesman.
","['The', 'bald', 'fellow', 'is', 'the', 'spokesman', '.']","['DT', 'NN', 'NN', 'VBZ', 'DT', 'NN', '.']",Pass,no,no,no,
1080,"The woman says little, but she is reporting back to the foreign ministry on the state of the negotiations.
","['The', 'woman', 'says', 'little', ',', 'but', 'she', 'is', 'reporting', 'back', 'to', 'the', 'foreign', 'ministry', 'on', 'the', 'state', 'of', 'the', 'negotiations', '.']","['DT', 'NN', 'VBZ', 'JJ', ',', 'CC', 'PRP', 'VBZ', 'VBG', 'RB', 'TO', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', '.']",Pass,no,no,no,
1081,"The third person is an interpreter.
","['The', 'third', 'person', 'is', 'an', 'interpreter', '.']","['DT', 'JJ', 'NN', 'VBZ', 'DT', 'NN', '.']",Pass,no,no,no,
1082,"They all know that the conference will end in independence for the Baltic States, but they all three know that they must appear to resist so that the military back home will believe they have stood up for union principles.
","['They', 'all', 'know', 'that', 'the', 'conference', 'will', 'end', 'in', 'independence', 'for', 'the', 'Baltic', 'States', ',', 'but', 'they', 'all', 'three', 'know', 'that', 'they', 'must', 'appear', 'to', 'resist', 'so', 'that', 'the', 'military', 'back', 'home', 'will', 'believe', 'they', 'have', 'stood', 'up', 'for', 'union', 'principles', '.']","['PRP', 'DT', 'VBP', 'IN', 'DT', 'NN', 'MD', 'VB', 'IN', 'NN', 'IN', 'DT', 'NNP', 'NNPS', ',', 'CC', 'PRP', 'DT', 'CD', 'VBP', 'IN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'RB', 'IN', 'DT', 'JJ', 'NN', 'NN', 'MD', 'VB', 'PRP', 'VBP', 'VBN', 'RP', 'IN', 'NN', 'NNS', '.']",Pass,yes,no,no,
1083,"The bald guy makes a threatening as the woman watches grimly to make sure that the proper threat is conveyed.
","['The', 'bald', 'guy', 'makes', 'a', 'threatening', 'as', 'the', 'woman', 'watches', 'grimly', 'to', 'make', 'sure', 'that', 'the', 'proper', 'threat', 'is', 'conveyed', '.']","['DT', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'RB', 'TO', 'VB', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', '.']",Pass,yes,no,no,
1084,"They are all three tense because they know they are acting out false positions.
","['They', 'are', 'all', 'three', 'tense', 'because', 'they', 'know', 'they', 'are', 'acting', 'out', 'false', 'positions', '.']","['PRP', 'VBP', 'DT', 'CD', 'NNS', 'IN', 'PRP', 'VBP', 'PRP', 'VBP', 'VBG', 'RP', 'JJ', 'NNS', '.']",Removed,no,no,no,
1085,"A banker (S&L) is testifying in front of a senate committee with his two lawyers.
","['A', 'banker', '(', 'S', '&', 'L', ')', 'is', 'testifying', 'in', 'front', 'of', 'a', 'senate', 'committee', 'with', 'his', 'two', 'lawyers', '.']","['DT', 'NN', '(', 'NNP', 'CC', 'NNP', ')', 'VBZ', 'VBG', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'CD', 'NNS', '.']",Pass,no,no,no,
1086,"His bank has had numerous fraudulent transactions uncovered so he is worried and so are his lawyers.
","['His', 'bank', 'has', 'had', 'numerous', 'fraudulent', 'transactions', 'uncovered', 'so', 'he', 'is', 'worried', 'and', 'so', 'are', 'his', 'lawyers', '.']","['PRP$', 'NN', 'VBZ', 'VBN', 'JJ', 'JJ', 'NNS', 'VBD', 'RB', 'PRP', 'VBZ', 'JJ', 'CC', 'RB', 'VBP', 'PRP$', 'NNS', '.']",Removed,yes,no,no,
1087,"Eventually he is convicted and sent to prison.
","['Eventually', 'he', 'is', 'convicted', 'and', 'sent', 'to', 'prison', '.']","['RB', 'PRP', 'VBZ', 'VBN', 'CC', 'VBN', 'TO', 'NN', '.']",Removed,yes,no,no,
1088,"This is a happy story about a husband and wife who have learned to share the work involved in running their household.
","['This', 'is', 'a', 'happy', 'story', 'about', 'a', 'husband', 'and', 'wife', 'who', 'have', 'learned', 'to', 'share', 'the', 'work', 'involved', 'in', 'running', 'their', 'household', '.']","['DT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'CC', 'NN', 'WP', 'VBP', 'VBN', 'TO', 'NN', 'DT', 'NN', 'VBN', 'IN', 'VBG', 'PRP$', 'NN', '.']",Pass,no,no,yes,
1089,"Both were fortunate to have been allowed an unusual amount of independence as teenagers.
","['Both', 'were', 'fortunate', 'to', 'have', 'been', 'allowed', 'an', 'unusual', 'amount', 'of', 'independence', 'as', 'teenagers', '.']","['DT', 'VBD', 'NN', 'TO', 'VB', 'VBN', 'VBN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NNS', '.']",Pass,no,no,no,
